Código,Espécie,Sexo,Localidade,Latitude,Longitude,Ambiente,Armadilha,Condição da armadilha,Mês,Data de ligação,Data de reposição do álcool,Data de retirada,Temperatura média (°C),Umidade média (%),Velocidade do vento média (m/s),Chuva média (mm),Pressão média (hPa),Pto. Orvalho média (°C)
TabRO 0103,Tabanus crassicornis,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0104,Tabanus antarcticus,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0105,Diachlorus curvipes,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0106,Stypommisa aripuana,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0107,Chrysops variegatus,M,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0108,Diachlorus curvipes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0109,Stypommisa aripuana,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0110,Stypommisa aripuana,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0111,Tabanus occidentalis var. modestus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0112,Diachlorus curvipes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0113,Tabanus nebulosus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Pasto,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0114,Esenbeckia osornoi,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0115,Catachlorops rufescens,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0116,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0117,Tabanus crassicornis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0118,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0119,Tabanus nebulosus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0120,Stypommisa aripuana,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0121,Stypommisa aripuana,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0122,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0123,Tabanus humboldti,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0124,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0125,Stypommisa aripuana,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0126,Tabanus occidentalis var. dorsovittatus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0127,Esenbeckia osornoi,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Agosto,3 de agosto de 2019,5 de agosto de 2019,8 de agosto de 2019,23.08,52.71,Não consta no inpe,0,1001.37,10.77
TabRO 0128,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0129,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0130,Acanthocera fairchildi,M,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0131,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0132,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0133,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0134,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0135,Stenotabanus incipiens,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0136,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0137,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0138,Lepiselaga crassipes,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0139,Tabanus nebulosus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0140,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0141,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0142,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0143,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0144,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0145,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0146,Tabanus sannio,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0147,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0148,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0149,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0150,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0151,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0152,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0153,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0154,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0155,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0156,Leucotabanus exaestuans,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0157,Tabanus restrepoensis,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0158,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0159,Stenotabanus incipiens,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0160,Leucotabanus exaestuans,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0161,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0162,Tabanus crassicornis,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0163,Tabanus sextriangulus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0164,Tabanus restrepoensis,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0165,Tabanus restrepoensis,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0166,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0167,Tabanus indecisus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0168,Tabanus sextriangulus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0169,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0170,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0171,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0172,Leucotabanus exaestuans,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0173,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0174,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0175,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0176,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0177,Tabanus restrepoensis,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0178,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0179,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0180,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0181,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0182,Tabanus nebulosus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0183,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0184,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0185,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0186,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0187,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0188,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0189,Tabanus nebulosus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0190,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0191,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0192,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0193,Tabanus mucronatus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0194,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0195,Tabanus mucronatus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0196,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0197,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0198,Stypommisa aripuana,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0199,Chrysops variegatus,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0200,Chrysops variegatus,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0201,Chrysops variegatus,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
TabRO 0202,Tabanus occidentalis var. dorsovittatus,F,P2- Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Setembro,3 de setembro de 2019,5 de setembro de 2019,8 de setembro de 2019,27.03,75.65,Não consta no inpe,7.049,997.52,21.69
